Published,Dominio_Origem,Tipo_Conteudo,primarySource,primaryTitle,Texto_Analise,Sentimento,Confianca,Estrelas,Prompt_Ready
2026-06-30 00:00:00+00:00,Good News,Prediction,Polymarket,"[Previsão | Prob: 49.5% | Vol: $1,882,818] Will Anthropic have the best AI model at the end of June 2026?",Will Anthropic have the best AI model at the end of June 2026?,Negativo,0.2783227562904358,1,"Aba Taxonômica da Plataforma: [Good News]. Previsão de mercado (Polymarket): '[Previsão | Prob: 49.5% | Vol: $1,882,818] Will Anthropic have the best AI model at the end of June 2026?'. Data de encerramento da aposta: 2026-06-30T00:00:00+00:00. Para baseamento analítico, o Contexto Macroeconômico/Bolsa Mundial era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-05-31 00:00:00+00:00,Good News,Prediction,Polymarket,"[Previsão | Prob: 48.5% | Vol: $298,625] Named storm forms before hurricane season?",Named storm forms before hurricane season?,Negativo,0.3031318485736847,1,"Aba Taxonômica da Plataforma: [Good News]. Previsão de mercado (Polymarket): '[Previsão | Prob: 48.5% | Vol: $298,625] Named storm forms before hurricane season?'. Data de encerramento da aposta: 2026-05-31T00:00:00+00:00. Para baseamento analítico, o Contexto Macroeconômico/Bolsa Mundial era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-05-26 00:00:00+00:00,Good News,Prediction,Polymarket,"[Previsão | Prob: 43.5% | Vol: $9,737,242] Will Ken Paxton win the 2026 Texas Republican Primary?",Will Ken Paxton win the 2026 Texas Republican Primary?,Neutro,0.25206807255744934,3,"Aba Taxonômica da Plataforma: [Good News]. Previsão de mercado (Polymarket): '[Previsão | Prob: 43.5% | Vol: $9,737,242] Will Ken Paxton win the 2026 Texas Republican Primary?'. Data de encerramento da aposta: 2026-05-26T00:00:00+00:00. Para baseamento analítico, o Contexto Macroeconômico/Bolsa Mundial era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-04-28 00:00:00+00:00,Good News,Prediction,Polymarket,"[Previsão | Prob: 50.5% | Vol: $132,562] Bank of Japan increases interest rates by 25 bps after the April 2026 meeting?",Bank of Japan increases interest rates by 25 bps after the April 2026 meeting?,Negativo,0.4661579430103302,1,"Aba Taxonômica da Plataforma: [Good News]. Previsão de mercado (Polymarket): '[Previsão | Prob: 50.5% | Vol: $132,562] Bank of Japan increases interest rates by 25 bps after the April 2026 meeting?'. Data de encerramento da aposta: 2026-04-28T00:00:00+00:00. Para baseamento analítico, o Contexto Macroeconômico/Bolsa Mundial era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-31 00:00:00+00:00,Good News,Prediction,Polymarket,"[Previsão | Prob: 52.5% | Vol: $637,726] Will Alphabet be the third-largest company in the world by market cap on March 31?",Will Alphabet be the third-largest company in the world by market cap on March 31?,Negativo,0.5193471908569336,1,"Aba Taxonômica da Plataforma: [Good News]. Previsão de mercado (Polymarket): '[Previsão | Prob: 52.5% | Vol: $637,726] Will Alphabet be the third-largest company in the world by market cap on March 31?'. Data de encerramento da aposta: 2026-03-31T00:00:00+00:00. Para baseamento analítico, o Contexto Macroeconômico/Bolsa Mundial era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 23:46:17.812000+00:00,Good News,News,Nature News,Author Correction: SLAMF6 as a drug-targetable suppressor of T cell immunity against cancer,Author Correction: SLAMF6 as a drug-targetable suppressor of T cell immunity against cancer,Positivo,0.30182984471321106,4,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T23:46:17.812000+00:00, a fonte 'Nature News' relatou essa manchete central: 'Author Correction: SLAMF6 as a drug-targetable suppressor of T cell immunity against cancer'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 23:46:17.812000+00:00,Good News,News,Nature News,"Top brass in China reaffirm goal to be world leaders in tech, AI","Top brass in China reaffirm goal to be world leaders in tech, AI",Positivo,0.8620654344558716,5,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T23:46:17.812000+00:00, a fonte 'Nature News' relatou essa manchete central: 'Top brass in China reaffirm goal to be world leaders in tech, AI'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 23:46:17.812000+00:00,Good News,News,Nature News,How the classic computer game <i>Doom</i> became a tool for science,How the classic computer game <i>Doom</i> became a tool for science,Positivo,0.5484331250190735,5,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T23:46:17.812000+00:00, a fonte 'Nature News' relatou essa manchete central: 'How the classic computer game <i>Doom</i> became a tool for science'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 23:46:17.812000+00:00,Good News,News,Nature News,Briefing chat: ‘Can it run <i>Doom</i>?’ — why scientists got brain cells and a satellite to play the classic game,Briefing chat: ‘Can it run <i>Doom</i>?’ — why scientists got brain cells and a satellite to play the classic game,Negativo,0.26770007610321045,1,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T23:46:17.812000+00:00, a fonte 'Nature News' relatou essa manchete central: 'Briefing chat: ‘Can it run <i>Doom</i>?’ — why scientists got brain cells and a satellite to play the classic game'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 23:46:17.812000+00:00,Good News,News,Nature News,Polymers with purpose: molecules can squirm free of the pack,Polymers with purpose: molecules can squirm free of the pack,Positivo,0.41063207387924194,4,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T23:46:17.812000+00:00, a fonte 'Nature News' relatou essa manchete central: 'Polymers with purpose: molecules can squirm free of the pack'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 22:36:43+00:00,Good News,News,ScienceDaily,How often do people really fart? Scientists built smart underwear to find out,How often do people really fart? Scientists built smart underwear to find out,Negativo,0.2913583219051361,2,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T22:36:43+00:00, a fonte 'ScienceDaily' relatou essa manchete central: 'How often do people really fart? Scientists built smart underwear to find out'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 19:50:22+00:00,Good News,News,Good News Network,"Dramatic CCTV Footage Shows Mom and Daughter Rescued from Sand Sinkhole, Thanks to Heroes With Ropes","Dramatic CCTV Footage Shows Mom and Daughter Rescued from Sand Sinkhole, Thanks to Heroes With Ropes",Positivo,0.48711124062538147,4,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T19:50:22+00:00, a fonte 'Good News Network' relatou essa manchete central: 'Dramatic CCTV Footage Shows Mom and Daughter Rescued from Sand Sinkhole, Thanks to Heroes With Ropes'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 17:49:59+00:00,Good News,News,Good News Network,Farmer Saved From Ruin After Strangers Rally to Pay $40k to Remove Tons of Rubbish Dumped on His Land,Farmer Saved From Ruin After Strangers Rally to Pay $40k to Remove Tons of Rubbish Dumped on His Land,Negativo,0.5441632270812988,1,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T17:49:59+00:00, a fonte 'Good News Network' relatou essa manchete central: 'Farmer Saved From Ruin After Strangers Rally to Pay $40k to Remove Tons of Rubbish Dumped on His Land'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 15:04:14+00:00,Good News,News,Good News Network,Scans That Make Prostate Cancer Cells ‘Glow’ Can Eliminate Invasive Biopsies and False Diagnoses,Scans That Make Prostate Cancer Cells ‘Glow’ Can Eliminate Invasive Biopsies and False Diagnoses,Positivo,0.41397717595100403,5,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T15:04:14+00:00, a fonte 'Good News Network' relatou essa manchete central: 'Scans That Make Prostate Cancer Cells ‘Glow’ Can Eliminate Invasive Biopsies and False Diagnoses'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 14:00:00+00:00,Good News,News,Singularity Hub,This Week’s Awesome Tech Stories From Around the Web (Through March 14),This Week’s Awesome Tech Stories From Around the Web (Through March 14),Positivo,0.837845504283905,5,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T14:00:00+00:00, a fonte 'Singularity Hub' relatou essa manchete central: 'This Week’s Awesome Tech Stories From Around the Web (Through March 14)'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 12:00:08+00:00,Good News,News,ScienceDaily,Scientists discover giant swirling plumes hidden deep inside Greenland’s ice sheet,Scientists discover giant swirling plumes hidden deep inside Greenland’s ice sheet,Negativo,0.24675123393535614,1,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T12:00:08+00:00, a fonte 'ScienceDaily' relatou essa manchete central: 'Scientists discover giant swirling plumes hidden deep inside Greenland’s ice sheet'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 10:00:52+00:00,Good News,News,Good News Network,Your Weekly Horoscope – ‘Free Will Astrology’ by Rob Brezsny,Your Weekly Horoscope – ‘Free Will Astrology’ by Rob Brezsny,Positivo,0.44902223348617554,5,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T10:00:52+00:00, a fonte 'Good News Network' relatou essa manchete central: 'Your Weekly Horoscope – ‘Free Will Astrology’ by Rob Brezsny'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 07:58:54+00:00,Good News,News,Mongabay,In search of the tiny toad that stopped a dam,In search of the tiny toad that stopped a dam,Positivo,0.3491460382938385,4,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T07:58:54+00:00, a fonte 'Mongabay' relatou essa manchete central: 'In search of the tiny toad that stopped a dam'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 07:28:14+00:00,Good News,News,Mongabay,Mass pilot whale stranding in Indonesia raises questions about ocean health,Mass pilot whale stranding in Indonesia raises questions about ocean health,Positivo,0.273628830909729,4,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T07:28:14+00:00, a fonte 'Mongabay' relatou essa manchete central: 'Mass pilot whale stranding in Indonesia raises questions about ocean health'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 07:00:00+00:00,Good News,News,Good News Network,"Good News in History, March 14","Good News in History, March 14",Positivo,0.4376581609249115,4,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T07:00:00+00:00, a fonte 'Good News Network' relatou essa manchete central: 'Good News in History, March 14'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 05:56:59+00:00,Good News,News,ScienceDaily,A lab mistake at Cambridge reveals a powerful new way to modify drug molecules,A lab mistake at Cambridge reveals a powerful new way to modify drug molecules,Positivo,0.35129332542419434,4,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T05:56:59+00:00, a fonte 'ScienceDaily' relatou essa manchete central: 'A lab mistake at Cambridge reveals a powerful new way to modify drug molecules'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-14 05:42:57+00:00,Good News,News,ScienceDaily,Scientists discover ancient DNA “switches” hidden in plants for 400 million years,Scientists discover ancient DNA “switches” hidden in plants for 400 million years,Positivo,0.31597214937210083,5,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-14T05:42:57+00:00, a fonte 'ScienceDaily' relatou essa manchete central: 'Scientists discover ancient DNA “switches” hidden in plants for 400 million years'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-13 23:21:38+00:00,Good News,News,Mongabay,Indigenous knowledge confirms what scientists observe: Large birds are disappearing,Indigenous knowledge confirms what scientists observe: Large birds are disappearing,Positivo,0.2654702365398407,4,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-13T23:21:38+00:00, a fonte 'Mongabay' relatou essa manchete central: 'Indigenous knowledge confirms what scientists observe: Large birds are disappearing'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-13 23:14:34+00:00,Good News,News,Singularity Hub,These Genetically Engineered Brain Cells Devour Toxic Alzheimer’s Plaques,These Genetically Engineered Brain Cells Devour Toxic Alzheimer’s Plaques,Negativo,0.5093818306922913,1,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-13T23:14:34+00:00, a fonte 'Singularity Hub' relatou essa manchete central: 'These Genetically Engineered Brain Cells Devour Toxic Alzheimer’s Plaques'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-13 22:49:09+00:00,Good News,News,ScienceDaily,Our Sun may have escaped the Milky Way’s center with thousands of twin stars,Our Sun may have escaped the Milky Way’s center with thousands of twin stars,Negativo,0.342212438583374,2,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-13T22:49:09+00:00, a fonte 'ScienceDaily' relatou essa manchete central: 'Our Sun may have escaped the Milky Way’s center with thousands of twin stars'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-13 21:43:52+00:00,Good News,News,Human Progress,The Met Introduces 3D Scans of Dozens of Art Historical Objects,The Met Introduces 3D Scans of Dozens of Art Historical Objects,Positivo,0.39876994490623474,4,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-13T21:43:52+00:00, a fonte 'Human Progress' relatou essa manchete central: 'The Met Introduces 3D Scans of Dozens of Art Historical Objects'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-13 21:39:05+00:00,Good News,News,Human Progress,First-of-Its-Kind Vaccine Protects Children from Intestinal Infections,First-of-Its-Kind Vaccine Protects Children from Intestinal Infections,Positivo,0.536654531955719,5,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-13T21:39:05+00:00, a fonte 'Human Progress' relatou essa manchete central: 'First-of-Its-Kind Vaccine Protects Children from Intestinal Infections'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-13 21:35:55+00:00,Good News,News,Human Progress,"Access to Housing, Food and Education Improving in Mexico","Access to Housing, Food and Education Improving in Mexico",Positivo,0.4651389420032501,5,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-13T21:35:55+00:00, a fonte 'Human Progress' relatou essa manchete central: 'Access to Housing, Food and Education Improving in Mexico'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
2026-03-13 21:33:27+00:00,Good News,News,Human Progress,BYD Blade Battery 2.0 Slashes Charging Times to Just 5 Minutes,BYD Blade Battery 2.0 Slashes Charging Times to Just 5 Minutes,Negativo,0.46765434741973877,1,"Aba Taxonômica da Plataforma: [Good News]. Em 2026-03-13T21:33:27+00:00, a fonte 'Human Progress' relatou essa manchete central: 'BYD Blade Battery 2.0 Slashes Charging Times to Just 5 Minutes'. Para baseamento analítico da resposta, repara-se que o Contexto Macroeconômico/Bolsa Mundial neste mesmo ponto do tempo era: Mercado Misto. Indicadores Chaves simultâneos: AAPL (-2.2052) | AMZN (-0.8877) | AVGO (-4.1105) | BAC (-0.8699) | BRK-B (-0.3781)."
